commit,date,subject,dataset,note,expected_hz,actual_hz,cents
WORKTREE,,current working tree,Quena.scad comment,G,392.0,383.0,-40.21
WORKTREE,,current working tree,Quena.scad comment,A,440.0,428.0,-47.87
WORKTREE,,current working tree,Quena.scad comment,B,493.88,470.0,-85.80
WORKTREE,,current working tree,Quena.scad comment,C,523.0,505.0,-60.63
WORKTREE,,current working tree,Quena.scad comment,D,587.33,564.0,-70.17
WORKTREE,,current working tree,Quena.scad comment,E,659.25,630.0,-78.57
WORKTREE,,current working tree,Quena.scad comment,F#,740.0,714.0,-61.92
WORKTREE,,current working tree,Quena.scad comment,G,784.0,766.0,-40.21
WORKTREE,,current working tree,Actual_Frequency_StockIn_1_5cm,A4,440.0,460.0,76.96
WORKTREE,,current working tree,Actual_Frequency_StockOut,A4,440.0,464.0,91.95
WORKTREE,,current working tree,Actual_Frequency_StockIn_Ext,A4,440.0,442.0,7.85
WORKTREE,,current working tree,Actual_Frequency_StockIn_1_5cm,B4,493.88,497.0,10.90
WORKTREE,,current working tree,Actual_Frequency_StockOut,B4,493.88,505.0,38.55
WORKTREE,,current working tree,Actual_Frequency_StockIn_Ext,B4,493.88,497.0,10.90
WORKTREE,,current working tree,Actual_Frequency_StockIn_1_5cm,C#4,554.37,538.0,-51.89
WORKTREE,,current working tree,Actual_Frequency_StockOut,C#4,554.37,543.0,-35.88
WORKTREE,,current working tree,Actual_Frequency_StockIn_Ext,C#4,554.37,539.0,-48.68
WORKTREE,,current working tree,Actual_Frequency_StockIn_1_5cm,D4,587.33,582.0,-15.78
WORKTREE,,current working tree,Actual_Frequency_StockOut,D4,587.33,588.0,1.97
WORKTREE,,current working tree,Actual_Frequency_StockIn_Ext,D4,587.33,587.0,-0.97
WORKTREE,,current working tree,Actual_Frequency_StockIn_1_5cm,E4,659.25,644.0,-40.52
WORKTREE,,current working tree,Actual_Frequency_StockOut,E4,659.25,652.0,-19.14
WORKTREE,,current working tree,Actual_Frequency_StockIn_Ext,E4,659.25,650.0,-24.46
WORKTREE,,current working tree,Actual_Frequency_StockIn_1_5cm,F#4,739.99,714.0,-61.90
WORKTREE,,current working tree,Actual_Frequency_StockOut,F#4,739.99,721.0,-45.01
WORKTREE,,current working tree,Actual_Frequency_StockIn_Ext,F#4,739.99,726.0,-33.04
WORKTREE,,current working tree,Actual_Frequency_StockIn_1_5cm,G#4,830.61,798.0,-69.34
WORKTREE,,current working tree,Actual_Frequency_StockOut,G#4,830.61,796.0,-73.68
WORKTREE,,current working tree,Actual_Frequency_StockIn_Ext,G#4,830.61,816.0,-30.72
WORKTREE,,current working tree,Actual_Frequency_StockIn_1_5cm,A5,880.0,915.0,67.52
WORKTREE,,current working tree,Actual_Frequency_StockOut,A5,880.0,910.0,58.04
WORKTREE,,current working tree,Actual_Frequency_StockIn_Ext,A5,880.0,870.0,-19.79
168b381fe8ff,2026-07-05,Tune quena hole geometry,Quena.scad comment,G,392.0,383.0,-40.21
168b381fe8ff,2026-07-05,Tune quena hole geometry,Quena.scad comment,A,440.0,428.0,-47.87
168b381fe8ff,2026-07-05,Tune quena hole geometry,Quena.scad comment,B,493.88,470.0,-85.80
168b381fe8ff,2026-07-05,Tune quena hole geometry,Quena.scad comment,C,523.0,505.0,-60.63
168b381fe8ff,2026-07-05,Tune quena hole geometry,Quena.scad comment,D,587.33,564.0,-70.17
168b381fe8ff,2026-07-05,Tune quena hole geometry,Quena.scad comment,E,659.25,630.0,-78.57
168b381fe8ff,2026-07-05,Tune quena hole geometry,Quena.scad comment,F#,740.0,714.0,-61.92
168b381fe8ff,2026-07-05,Tune quena hole geometry,Quena.scad comment,G,784.0,766.0,-40.21
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_1_5cm,A4,440.0,460.0,76.96
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockOut,A4,440.0,464.0,91.95
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_Ext,A4,440.0,442.0,7.85
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_1_5cm,B4,493.88,497.0,10.90
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockOut,B4,493.88,505.0,38.55
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_Ext,B4,493.88,497.0,10.90
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_1_5cm,C#4,554.37,538.0,-51.89
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockOut,C#4,554.37,543.0,-35.88
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_Ext,C#4,554.37,539.0,-48.68
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_1_5cm,D4,587.33,582.0,-15.78
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockOut,D4,587.33,588.0,1.97
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_Ext,D4,587.33,587.0,-0.97
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_1_5cm,E4,659.25,644.0,-40.52
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockOut,E4,659.25,652.0,-19.14
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_Ext,E4,659.25,650.0,-24.46
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_1_5cm,F#4,739.99,714.0,-61.90
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockOut,F#4,739.99,721.0,-45.01
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_Ext,F#4,739.99,726.0,-33.04
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_1_5cm,G#4,830.61,798.0,-69.34
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockOut,G#4,830.61,796.0,-73.68
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_Ext,G#4,830.61,816.0,-30.72
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_1_5cm,A5,880.0,915.0,67.52
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockOut,A5,880.0,910.0,58.04
168b381fe8ff,2026-07-05,Tune quena hole geometry,Actual_Frequency_StockIn_Ext,A5,880.0,870.0,-19.79
a36f6253471d,2026-07-02,idk latest,Quena.scad comment,G,392.0,383.0,-40.21
a36f6253471d,2026-07-02,idk latest,Quena.scad comment,A,440.0,428.0,-47.87
a36f6253471d,2026-07-02,idk latest,Quena.scad comment,B,493.88,470.0,-85.80
a36f6253471d,2026-07-02,idk latest,Quena.scad comment,C,523.0,505.0,-60.63
a36f6253471d,2026-07-02,idk latest,Quena.scad comment,D,587.33,564.0,-70.17
a36f6253471d,2026-07-02,idk latest,Quena.scad comment,E,659.25,630.0,-78.57
a36f6253471d,2026-07-02,idk latest,Quena.scad comment,F#,740.0,714.0,-61.92
a36f6253471d,2026-07-02,idk latest,Quena.scad comment,G,784.0,766.0,-40.21
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_1_5cm,A4,440.0,460.0,76.96
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockOut,A4,440.0,464.0,91.95
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_Ext,A4,440.0,442.0,7.85
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_1_5cm,B4,493.88,497.0,10.90
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockOut,B4,493.88,505.0,38.55
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_Ext,B4,493.88,497.0,10.90
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_1_5cm,C#4,554.37,538.0,-51.89
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockOut,C#4,554.37,543.0,-35.88
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_Ext,C#4,554.37,539.0,-48.68
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_1_5cm,D4,587.33,582.0,-15.78
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockOut,D4,587.33,588.0,1.97
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_Ext,D4,587.33,587.0,-0.97
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_1_5cm,E4,659.25,644.0,-40.52
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockOut,E4,659.25,652.0,-19.14
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_Ext,E4,659.25,650.0,-24.46
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_1_5cm,F#4,739.99,714.0,-61.90
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockOut,F#4,739.99,721.0,-45.01
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_Ext,F#4,739.99,726.0,-33.04
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_1_5cm,G#4,830.61,798.0,-69.34
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockOut,G#4,830.61,796.0,-73.68
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_Ext,G#4,830.61,816.0,-30.72
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_1_5cm,A5,880.0,915.0,67.52
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockOut,A5,880.0,910.0,58.04
a36f6253471d,2026-07-02,idk latest,Actual_Frequency_StockIn_Ext,A5,880.0,870.0,-19.79
bd0c2fdb3795,2026-03-27,this could be it,Quena.scad comment,G,392.0,383.0,-40.21
bd0c2fdb3795,2026-03-27,this could be it,Quena.scad comment,A,440.0,428.0,-47.87
bd0c2fdb3795,2026-03-27,this could be it,Quena.scad comment,B,493.88,470.0,-85.80
bd0c2fdb3795,2026-03-27,this could be it,Quena.scad comment,C,523.0,505.0,-60.63
bd0c2fdb3795,2026-03-27,this could be it,Quena.scad comment,D,587.33,564.0,-70.17
bd0c2fdb3795,2026-03-27,this could be it,Quena.scad comment,E,659.25,630.0,-78.57
bd0c2fdb3795,2026-03-27,this could be it,Quena.scad comment,F#,740.0,714.0,-61.92
bd0c2fdb3795,2026-03-27,this could be it,Quena.scad comment,G,784.0,766.0,-40.21
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_1_5cm,A4,440.0,460.0,76.96
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockOut,A4,440.0,464.0,91.95
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_Ext,A4,440.0,442.0,7.85
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_1_5cm,B4,493.88,497.0,10.90
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockOut,B4,493.88,505.0,38.55
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_Ext,B4,493.88,497.0,10.90
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_1_5cm,C#4,554.37,538.0,-51.89
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockOut,C#4,554.37,543.0,-35.88
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_Ext,C#4,554.37,539.0,-48.68
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_1_5cm,D4,587.33,582.0,-15.78
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockOut,D4,587.33,588.0,1.97
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_Ext,D4,587.33,587.0,-0.97
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_1_5cm,E4,659.25,644.0,-40.52
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockOut,E4,659.25,652.0,-19.14
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_Ext,E4,659.25,650.0,-24.46
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_1_5cm,F#4,739.99,714.0,-61.90
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockOut,F#4,739.99,721.0,-45.01
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_Ext,F#4,739.99,726.0,-33.04
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_1_5cm,G#4,830.61,798.0,-69.34
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockOut,G#4,830.61,796.0,-73.68
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_Ext,G#4,830.61,816.0,-30.72
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_1_5cm,A5,880.0,915.0,67.52
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockOut,A5,880.0,910.0,58.04
bd0c2fdb3795,2026-03-27,this could be it,Actual_Frequency_StockIn_Ext,A5,880.0,870.0,-19.79
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Quena.scad comment,G,392.0,383.0,-40.21
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Quena.scad comment,A,440.0,428.0,-47.87
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Quena.scad comment,B,493.88,470.0,-85.80
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Quena.scad comment,C,523.0,505.0,-60.63
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Quena.scad comment,D,587.33,564.0,-70.17
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Quena.scad comment,E,659.25,630.0,-78.57
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Quena.scad comment,F#,740.0,714.0,-61.92
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Quena.scad comment,G,784.0,766.0,-40.21
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_1_5cm,A4,440.0,460.0,76.96
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockOut,A4,440.0,464.0,91.95
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_Ext,A4,440.0,442.0,7.85
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_1_5cm,B4,493.88,497.0,10.90
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockOut,B4,493.88,505.0,38.55
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_Ext,B4,493.88,497.0,10.90
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_1_5cm,C#4,554.37,538.0,-51.89
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockOut,C#4,554.37,543.0,-35.88
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_Ext,C#4,554.37,539.0,-48.68
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_1_5cm,D4,587.33,582.0,-15.78
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockOut,D4,587.33,588.0,1.97
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_Ext,D4,587.33,587.0,-0.97
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_1_5cm,E4,659.25,644.0,-40.52
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockOut,E4,659.25,652.0,-19.14
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_Ext,E4,659.25,650.0,-24.46
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_1_5cm,F#4,739.99,714.0,-61.90
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockOut,F#4,739.99,721.0,-45.01
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_Ext,F#4,739.99,726.0,-33.04
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_1_5cm,G#4,830.61,798.0,-69.34
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockOut,G#4,830.61,796.0,-73.68
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_Ext,G#4,830.61,816.0,-30.72
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_1_5cm,A5,880.0,915.0,67.52
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockOut,A5,880.0,910.0,58.04
16cba21cebad,2025-11-25,"characterizes the frequencies; evidently PETG runs much flatter, or expends sightly less on the bambu",Actual_Frequency_StockIn_Ext,A5,880.0,870.0,-19.79
758b31e8172c,2025-11-24,as printed,Quena.scad comment,G,392.0,386.0,-26.70
758b31e8172c,2025-11-24,as printed,Quena.scad comment,A,440.0,434.0,-23.77
758b31e8172c,2025-11-24,as printed,Quena.scad comment,B,493.88,478.0,-56.58
758b31e8172c,2025-11-24,as printed,Quena.scad comment,C,523.0,514.0,-30.05
758b31e8172c,2025-11-24,as printed,Quena.scad comment,D,587.33,580.0,-21.74
758b31e8172c,2025-11-24,as printed,Quena.scad comment,E,659.25,654.0,-13.84
758b31e8172c,2025-11-24,as printed,Quena.scad comment,F#,740.0,731.0,-21.18
758b31e8172c,2025-11-24,as printed,Quena.scad comment,G,784.0,778.0,-13.30
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_1_5cm,A4,440.0,460.0,76.96
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockOut,A4,440.0,464.0,91.95
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_Ext,A4,440.0,442.0,7.85
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_1_5cm,B4,493.88,497.0,10.90
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockOut,B4,493.88,505.0,38.55
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_Ext,B4,493.88,497.0,10.90
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_1_5cm,C#4,554.37,538.0,-51.89
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockOut,C#4,554.37,543.0,-35.88
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_Ext,C#4,554.37,539.0,-48.68
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_1_5cm,D4,587.33,582.0,-15.78
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockOut,D4,587.33,588.0,1.97
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_Ext,D4,587.33,587.0,-0.97
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_1_5cm,E4,659.25,644.0,-40.52
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockOut,E4,659.25,652.0,-19.14
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_Ext,E4,659.25,650.0,-24.46
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_1_5cm,F#4,739.99,714.0,-61.90
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockOut,F#4,739.99,721.0,-45.01
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_Ext,F#4,739.99,726.0,-33.04
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_1_5cm,G#4,830.61,798.0,-69.34
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockOut,G#4,830.61,796.0,-73.68
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_Ext,G#4,830.61,816.0,-30.72
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_1_5cm,A5,880.0,915.0,67.52
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockOut,A5,880.0,910.0,58.04
758b31e8172c,2025-11-24,as printed,Actual_Frequency_StockIn_Ext,A5,880.0,870.0,-19.79
